context_type,role,cohort,standardized_dimension,standardized_label,count,bins,filename
Context-Aware Related,chef,people,facial_hair_style,short beard,2,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,short trimmed beard,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,stubble,2,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,trimmed beard,2,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,trimmed mustache,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,facial_hair_style,trimmed stubble,1,9,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,gaze_direction,down,6,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,gaze_direction,up,2,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,gender_presentation,male,11,1,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_color,black,6,4,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_color,brown,5,4,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_color,gray,1,4,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_present,yes,11,1,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,hair_style,short,10,1,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,head_covering_type,black,1,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,head_covering_type,white,4,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,head_covering_present,no,6,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,head_covering_present,yes,4,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,head_covering_type,chef hat,2,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,head_covering_type,short chef cap,1,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,head_covering_type,tall pleated chef hat,1,5,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,3,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,leaning,2,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,leaning,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,leaning,4,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,leaning,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,leaning,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,leaning,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,1,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,pose,standing,3,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,skin_tone,light,3,2,Context-aware_Related_CA-R_chef
Context-Aware Related,chef,people,skin_tone,medium,7,2,Context-aware_Related_CA-R_chef
Context-Aware Related,farmer,scene_appearance,aesthetic_qualities,cinematic,15,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,scene_appearance,aesthetic_qualities,dreamy,1,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,scene_appearance,aesthetic_qualities,realistic,16,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,scene_appearance,color_temperature,cool,5,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,scene_appearance,color_temperature,warm,21,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,scene_appearance,dominant_colors,brown,10,1,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,scene_appearance,mood,calm,20,1,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,depth_of_field,deep,2,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,depth_of_field,moderate,1,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,depth_of_field,shallow,16,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,framing,establishing,7,4,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,framing,full body,3,4,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,framing,medium,16,4,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,framing,wide,2,4,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,perspective,eye level,11,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,camera,perspective,low angle,4,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,distant trees roofs,1,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,long handled shovel,1,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,planted rows,38,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,straw hat,5,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,work boots,1,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,work gloves,4,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,work pants,1,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,hat,2,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,pole,1,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,objects,type,tree clump,1,10,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,activities,gathering soil,1,7,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,activities,handling soil,1,7,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,activities,holding soil clump,1,7,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,activities,inspecting soil,2,7,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,activities,letting soil fall,1,7,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,activities,planting,4,7,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,activities,sifting breaking clods,1,7,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,age_range,middle aged,12,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,age_range,older adult,8,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,beige,1,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,black,9,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,blue,15,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,brown,11,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,gray,12,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,palegreen,1,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,red,2,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,tan,3,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,tomato,1,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,white,1,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_color,yellow,1,11,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,belt,1,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,boots,2,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,jeans,2,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,overalls,7,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,shirt,10,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,shoes,1,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,suspenders,2,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,clothing_garment,trousers,2,8,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,eyewear_present,no,8,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,eyewear_present,yes,7,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_color,black,8,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_color,gray,6,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_color,white,4,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,facial_hair_present,no,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,facial_hair_present,yes,10,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,facial_hair_style,beard,7,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,facial_hair_style,mustache,5,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,facial_hair_style,trimmed,2,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,gaze_direction,down,8,1,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,gender_presentation,male,30,1,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_color,black,16,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_color,gray,14,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_color,white,2,3,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_present,yes,13,1,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,hair_style,short,11,1,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,beige,7,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,black,2,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,black coverings,3,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,darkviolet,4,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,gray,2,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,green,2,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,lightyellow,2,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,pale green,1,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,tan,4,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,tan coverings,3,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,tomato,2,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,tomato red,1,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,yellow,3,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_present,yes,20,1,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,straw hat normalized variants,6,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,head_covering_type,wide brimmed straw hat merged variants,10,15,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,leaning,2,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,leaning,4,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,leaning,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,leaning,4,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,leaning,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,leaning,7,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,4,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,10,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,2,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,4,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,4,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,4,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,leaning,2,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,2,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,1,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,9,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,pose,standing,3,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,skin_tone,light,13,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,farmer,people,skin_tone,medium,6,2,Context-aware_Related_CA-R_farmer
Context-Aware Related,dancer,scene_appearance,aesthetic_qualities,cinematic,14,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,aesthetic_qualities,dreamy,7,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,aesthetic_qualities,realistic,7,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,color_temperature,warm,18,1,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,dominant_colors,brown,25,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,dominant_colors,lightgreen,2,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,dominant_colors,medium violet red,5,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,dominant_colors,mediumvioletred,11,4,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,mood,calm,9,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,mood,dramatic,16,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,scene_appearance,mood,melancholic,1,3,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,camera,depth_of_field,deep,1,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,camera,depth_of_field,moderate,1,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,camera,depth_of_field,moderate dof,1,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,camera,depth_of_field,shallow,4,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,camera,depth_of_field,shallow dof,5,5,Context-aware_Related_CA-R_dancer
Context-Aware Related,dancer,camera,framing,establishing shot,1,4,Context-aware_Related_CA-R_dancer
